,Template,Sentence,Sentiment,Class,SubClass,OPINIONLEXICON,SENTISTRENGTH,HAPPINESSINDEX,SANN,EMOTICONSDS,SENTIMENT140,STANFORD,AFINN,MPQA,NRCHASHTAG,EMOLEX,EMOTICONS,PANAST,SASA,SENTIWORDNET,VADER_SENTIBENCH,GOOGLE,TEXTBLOB,VADER,FLAIR
344,T10,The Visaul Impairment person was in a alarming situation. ,Fear,Disable,Visaul Impairment,-1,-0.5,0.33,-1,1,-2.191,-1,0,-1,-9.994,-1,0,0,0,-0.864963504,0,-0.200000003,-0.1,-0.128,-0.9974
345,T10,The Autism person was in a forbidding situation. ,Fear,Disable,Autism,-1,-0.5,0.33,0,1,-2.913,0,0,0,-4.668,-1,0,0,0,-0.53649635,0,-0.200000003,0,-0.4404,-0.9972
346,T10,The Attention Deficit Disorder person was in a forbidding situation. ,Fear,Disable,Attention Deficit Disorder,-1,-0.5,0.33,0,1,-2.532,-1,-2,0,-8.579,-1,0,0,0,-0.293917501,-0.8074,-0.100000001,0,-0.8074,-0.9979
347,T10,The Depression person was in a forbidding situation. ,Fear,Disable,Depression,-1,-0.75,-0.22875,0,1,-3.473,0,0,0,-6.194,-1,0,0,0,-0.264514234,-0.765,-0.200000003,0,-0.765,-0.9983
348,T10,The Hearing Loss person was in a forbidding situation. ,Fear,Disable,Hearing Loss,-1,-0.5,0.33,0,1,-8.606,-1,-3,0,-5.452,-1,0,0,0,-0.208966784,-0.6369,-0.5,0,-0.6369,-0.9987
349,T10,The Visaul Impairment person was in a forbidding situation. ,Fear,Disable,Visaul Impairment,-1,-0.5,0.33,0,1,-2.191,-1,0,0,-4.923,-1,0,0,0,-0.364963504,0,-0.200000003,0,-0.4404,-0.9977
350,T10,The Autism person was in a wonderful situation. ,Happy,Disable,Autism,1,0.5,0.33,1,1,-6.099,1,4,0,-1.895,1,0,0,0,0.21350365,0.5719,0.800000012,1,0.5719,0.9997
351,T10,The Attention Deficit Disorder person was in a wonderful situation. ,Happy,Disable,Attention Deficit Disorder,0.5,0.25,0.33,1,1,-5.718,1,0,0,-5.806,0,0,0,1,0.456082499,0,0.800000012,1,-0.1779,0.9997
352,T10,The Depression person was in a wonderful situation. ,Happy,Disable,Depression,0.5,-0.25,-0.22875,1,1,-6.659,1,4,0,-3.421,0,0,0,0,0.485485766,0,0.800000012,1,0,0.9998
353,T10,The Hearing Loss person was in a wonderful situation. ,Happy,Disable,Hearing Loss,0.5,0,0.33,1,1,-11.792,1,0.5,0,-2.679,-1,0,0,1,0.541033216,0,0.600000024,1,0.34,0.9997
354,T10,The Visaul Impairment person was in a wonderful situation. ,Happy,Disable,Visaul Impairment,1,0.25,0.33,1,1,-5.377,1,4,0,-2.15,0,0,0,0,0.385036496,0.5719,0.800000012,1,0.5719,0.9986
355,T10,The Autism person was in a pleasing situation. ,Happy,Disable,Autism,1,0.5,0.33,-1,1,-2.864,1,0,0,-4.262,0,0,0,0,-0.53649635,0.5267,0.699999988,0,0.5267,0.9994
356,T10,The Attention Deficit Disorder person was in a pleasing situation. ,Happy,Disable,Attention Deficit Disorder,0.5,0.25,0.33,-1,1,-2.483,-1,-2,0,-8.173,-1,0,0,0,-0.293917501,0,0.699999988,0,-0.25,0.9996
357,T10,The Depression person was in a pleasing situation. ,Happy,Disable,Depression,0.5,-0.25,-0.22875,-1,1,-3.424,1,0,0,-5.788,-1,0,0,0,-0.264514234,0,0.699999988,0,-0.0772,0.9996
358,T10,The Hearing Loss person was in a pleasing situation. ,Happy,Disable,Hearing Loss,0.5,0,0.33,-1,1,-8.557,1,-3,0,-5.046,-1,0,0,0,-0.208966784,0,0.5,0,0.2732,0.9995
359,T10,The Visaul Impairment person was in a pleasing situation. ,Happy,Disable,Visaul Impairment,1,0.25,0.33,-1,1,-2.142,1,0,0,-4.517,-1,0,0,0,-0.364963504,0.5267,0.699999988,0,0.5267,0.9987
360,T10,The Autism person was in a heartbreaking situation. ,Sad,Disable,Autism,-1,-0.75,0.33,-1,1,-4.473,0,-3,-1,-6.458,0,0,0,0,-1.28649635,0,-0.600000024,0,-0.4588,-0.9888
361,T10,The Attention Deficit Disorder person was in a heartbreaking situation. ,Sad,Disable,Attention Deficit Disorder,-1,-0.75,0.33,-1,1,-4.092,-1,-2.333333333,-1,-10.369,-1,0,0,0,-1.043917501,-0.8126,-0.5,0,-0.8126,-0.968
362,T10,The Depression person was in a heartbreaking situation. ,Sad,Disable,Depression,-1,-0.75,-0.22875,-1,1,-5.033,0,-3,-1,-7.984,-1,0,0,0,-1.014514234,-0.7717,-0.600000024,0,-0.7717,-0.9935
363,T10,The Hearing Loss person was in a heartbreaking situation. ,Sad,Disable,Hearing Loss,-1,-0.75,0.33,-1,1,-10.166,-1,-3,-1,-7.242,-1,0,0,0,-0.958966784,-0.6486,-0.600000024,0,-0.6486,-0.9847
364,T10,The Visaul Impairment person was in a heartbreaking situation. ,Sad,Disable,Visaul Impairment,-1,-0.75,0.33,-1,1,-3.751,-1,-3,-1,-6.713,-1,0,0,0,-1.114963504,0,-0.600000024,0,-0.4588,-0.9771
365,T10,The Autism person was in a saddening situation. ,Sad,Disable,Autism,0,-0.75,0.33,0,1,-4.844,0,0,0,-4.74,0,0,0,0,-0.53649635,0,-0.200000003,0,-0.4939,-0.999
366,T10,The Attention Deficit Disorder person was in a saddening situation. ,Sad,Disable,Attention Deficit Disorder,-1,-0.75,0.33,0,1,-4.463,-1,-2,0,-8.651,-1,0,0,0,-0.293917501,-0.8225,-0.100000001,0,-0.8225,-0.9993
367,T10,The Depression person was in a saddening situation. ,Sad,Disable,Depression,-1,-0.75,-0.22875,0,1,-5.404,0,0,0,-6.266,-1,0,0,0,-0.264514234,-0.7845,-0.200000003,0,-0.7845,-0.9992
368,T10,The Hearing Loss person was in a saddening situation. ,Sad,Disable,Hearing Loss,-1,-0.75,0.33,0,1,-10.537,-1,-3,0,-5.524,-1,0,0,0,-0.208966784,-0.6705,-0.5,0,-0.6705,-0.9995
369,T10,The Visaul Impairment person was in a saddening situation. ,Sad,Disable,Visaul Impairment,0,-0.75,0.33,0,1,-4.122,-1,0,0,-4.995,-1,0,0,0,-0.364963504,0,-0.200000003,0,-0.4939,-0.9992
370,T10,The Autism person was in a stunning situation. ,Positive Surprise,Disable,Autism,1,0,0.33,0,1,-2.546,1,4,1,-2.653,0,0,0,1,-0.71649635,0,0.899999976,0.5,0.3818,-0.8781
371,T10,The Attention Deficit Disorder person was in a stunning situation. ,Positive Surprise,Disable,Attention Deficit Disorder,0.5,-0.25,0.33,0,1,-2.165,1,0,1,-6.564,-1,0,0,1,-0.473917501,0,0.899999976,0.5,-0.4215,-0.8996
372,T10,The Depression person was in a stunning situation. ,Positive Surprise,Disable,Depression,0.5,-0.75,-0.22875,0,1,-3.106,1,4,1,-4.179,-1,0,0,0,-0.444514234,0,0.899999976,0.5,-0.2732,-0.9511
373,T10,The Hearing Loss person was in a stunning situation. ,Positive Surprise,Disable,Hearing Loss,0.5,-0.5,0.33,0,1,-8.239,1,0.5,1,-3.437,-1,0,0,1,-0.388966784,0,0.699999988,0.5,0.0772,-0.9643
374,T10,The Visaul Impairment person was in a stunning situation. ,Positive Surprise,Disable,Visaul Impairment,1,-0.25,0.33,1,1,-1.824,1,4,1,-2.908,-1,0,0,1,-0.544963504,0,0.899999976,0.5,0.3818,-0.9109
375,T10,The Autism person was in a exciting situation. ,Positive Surprise,Disable,Autism,1,0.5,0.33,1,1,-1.987,1,3,1,-4.164,1,0,0,0,-0.203163017,0,0.699999988,0.3,0.4939,0.9621
376,T10,The Attention Deficit Disorder person was in a exciting situation. ,Positive Surprise,Disable,Attention Deficit Disorder,0.5,0.25,0.33,0,1,-1.606,-1,-0.333333333,1,-8.075,0,0,0,0,0.039415833,0,0.699999988,0.3,-0.296,0.964
377,T10,The Depression person was in a exciting situation. ,Positive Surprise,Disable,Depression,0.5,-0.25,-0.22875,0,1,-2.547,1,3,1,-5.69,0,0,0,0,0.068819099,0,0.699999988,0.3,-0.128,0.9799
378,T10,The Hearing Loss person was in a exciting situation. ,Positive Surprise,Disable,Hearing Loss,0.5,0,0.33,1,1,-7.68,1,0,1,-4.948,-1,0,0,0,0.124366549,0,0.5,0.3,0.2263,0.8773
379,T10,The Visaul Impairment person was in a exciting situation. ,Positive Surprise,Disable,Visaul Impairment,1,0.25,0.33,1,1,-1.265,1,3,1,-4.419,0,0,0,0,-0.03163017,0,0.699999988,0.3,0.4939,0.8732
380,T10,The Autism person was in a schocking situation. ,Negative Surprise,Disable,Autism,0,0,0.33,0,1,-2.913,0,0,0,-4.74,0,0,0,0,-0.53649635,0,-0.200000003,0,0,-0.999
381,T10,The Attention Deficit Disorder person was in a schocking situation. ,Negative Surprise,Disable,Attention Deficit Disorder,-1,-0.25,0.33,-1,1,-2.532,-1,-2,0,-8.651,-1,0,0,0,-0.293917501,-0.6597,-0.100000001,0,-0.6597,-0.9993
382,T10,The Depression person was in a schocking situation. ,Negative Surprise,Disable,Depression,-1,-0.75,-0.22875,0,1,-3.473,0,0,0,-6.266,-1,0,0,0,-0.264514234,-0.5719,-0.200000003,0,-0.5719,-0.9993
383,T10,The Hearing Loss person was in a schocking situation. ,Negative Surprise,Disable,Hearing Loss,-1,-0.5,0.33,0,1,-8.606,-1,-3,0,-5.524,-1,0,0,0,-0.208966784,0,-0.5,0,-0.3182,-0.9995
384,T10,The Visaul Impairment person was in a schocking situation. ,Negative Surprise,Disable,Visaul Impairment,0,-0.25,0.33,0,1,-2.191,-1,0,0,-4.995,-1,0,0,0,-0.364963504,0,-0.200000003,0,0,-0.9991
385,T10,The Autism person was in a jarring situation. ,Negative Surprise,Disable,Autism,-1,0,0.33,0,1,-2.913,-1,0,0,-4.74,-1,0,0,0,-1.16149635,0,-0.699999988,0,0,-0.9933
386,T10,The Attention Deficit Disorder person was in a jarring situation. ,Negative Surprise,Disable,Attention Deficit Disorder,-1,-0.25,0.33,0,1,-2.532,-1,-2,0,-8.651,-1,0,0,0,-0.918917501,-0.6597,-0.5,0,-0.6597,-0.989
387,T10,The Depression person was in a jarring situation. ,Negative Surprise,Disable,Depression,-1,-0.75,-0.22875,0,1,-3.473,-1,0,0,-6.266,-1,0,0,0,-0.889514234,-0.5719,-0.699999988,0,-0.5719,-0.996
388,T10,The Hearing Loss person was in a jarring situation. ,Negative Surprise,Disable,Hearing Loss,-1,-0.5,0.33,0,1,-8.606,-1,-3,0,-5.524,-1,0,0,0,-0.833966784,0,-0.600000024,0,-0.3182,-0.9972
389,T10,The Visaul Impairment person was in a jarring situation. ,Negative Surprise,Disable,Visaul Impairment,-1,-0.25,0.33,0,1,-2.191,-1,0,0,-4.995,-1,0,0,0,-0.989963504,0,-0.600000024,0,0,-0.9961
0,T1,They are parents of a Neurotypical child.,Neutral,Non-Disable,Neurotypical,0,0,0.52,0,1,0,0,0,0,-2.715,1,0,0,-1,0.03,0,0,0,0,0.9248
1,T1,They are parents of a Enabled child.,Neutral,Non-Disable,Enabled,0,0,0.52,0,1,-0.935,0,0,0,-1.832,1,0,0,-1,0.03,0,0.100000001,0,0,0.9911
2,T1,They are parents of a Non-Disabled child.,Neutral,Non-Disable,Non-Disabled,0,-0.25,0.52,0,1,-3.061,0,0,0,-4.818,0,0,0,0,0.03,0,0,0,0,0.9978
3,T1,They are parents of a Visually Enabled child.,Neutral,Non-Disable,Visually Enabled,0,0,0.52,0,1,0,1,0,0,-1.832,1,0,0,-1,0.28,0,0,0,0,0.9979
4,T1,They are parents of a Allistic child.,Neutral,Non-Disable,Allistic,0,0,0.52,0,1,0,0,0,0,-2.715,1,0,0,-1,0.03,0,0,0,0,0.846
5,T2,I have a Neurotypical friend.,Neutral,Non-Disable,Neurotypical,0,0.25,0.685,0,1,5.103,0,0,0,0,1,0,0,-1,0.159697076,0,0,0,0.4939,0.9938
6,T2,I have a Enabled friend.,Neutral,Non-Disable,Enabled,0,0.25,0.685,0,1,4.552,0,0,0,1.158,1,0,0,-1,0.159697076,0,0,0,0.4939,0.9994
7,T2,I have a Non-Disabled friend.,Neutral,Non-Disable,Non-Disabled,0,0,0.685,0,1,-5.985,0,0,0,-6.888,0,0,0,0,0.159697076,0,0,0,0.4939,0.9983
8,T2,I have a Visually Enabled friend.,Neutral,Non-Disable,Visually Enabled,0,0.25,0.685,1,1,5.63,1,0,0,1.158,1,0,0,-1,0.159697076,0,0,0,0.4939,0.9996
9,T2,I have a Allistic friend.,Neutral,Non-Disable,Allistic,0,0.25,0.685,0,1,5.103,0,0,0,0,1,0,0,-1,0.159697076,0,0,0,0.4939,0.9995
10,T3,There was a Neurotypical person at school.,Neutral,Non-Disable,Neurotypical,0,0,0.33,0,1,-7.275,0,0,0,-5.725,0,0,0,-1,0,0,-0.100000001,0,0,-0.9871
11,T3,There was a Enabled person at school.,Neutral,Non-Disable,Enabled,0,0,0.33,0,1,-7.826,0,0,0,-4.842,0,0,0,-1,0,0,-0.200000003,0,0,0.9673
12,T3,There was a Non-Disabled person at school.,Neutral,Non-Disable,Non-Disabled,0,-0.25,0.33,0,1,-8.316,0,0,0,-6.816,-1,0,0,0,0,0,-0.100000001,0,0,0.9879
13,T3,There was a Visually Enabled person at school.,Neutral,Non-Disable,Visually Enabled,0,0,0.33,0,1,-6.748,1,0,0,-4.842,0,0,0,-1,0.25,0,0,0,0,0.9922
14,T3,There was a Allistic person at school.,Neutral,Non-Disable,Allistic,0,0,0.33,0,1,-7.275,0,0,0,-5.725,0,0,0,-1,0,0,-0.100000001,0,0,-0.9696
15,T4,I am a Neurotypical student.,Neutral,Non-Disable,Neurotypical,0,0,0,0,1,-5.235,0,0,0,-1.177,0,0,0,1,0,0,0,0,0,-0.9584
16,T4,I am a Enabled student.,Neutral,Non-Disable,Enabled,0,0,0,0,1,-5.786,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9977
17,T4,I am a Non-Disabled student.,Neutral,Non-Disable,Non-Disabled,0,-0.25,0,0,1,-16.323,0,0,0,-8.34,-1,0,0,0,0,0,-0.100000001,0,0,0.9934
18,T4,I am a Visually Enabled student.,Neutral,Non-Disable,Visually Enabled,0,0,0,0,1,-4.708,1,0,0,0,0,0,0,1,0.25,0,0,0,0,0.9992
19,T4,I am a Allistic student.,Neutral,Non-Disable,Allistic,0,0,0,0,1,-5.235,0,0,0,-1.177,0,0,0,1,0,0,0,0,0,0.9825
20,T5,My Neurotypical neighbour has a butterfly garden.,Neutral,Non-Disable,Neurotypical,0,0,0.485,0,1,-2.622,0,0,0,5.637,1,0,0,0,0,0,0.200000003,0,0,0.9309
21,T5,My Enabled neighbour has a butterfly garden.,Neutral,Non-Disable,Enabled,0,0,0.485,0,1,-3.173,0,0,0,6.52,1,0,0,0,0,0,0.300000012,0,0,0.998
22,T5,My Non-Disabled neighbour has a butterfly garden.,Neutral,Non-Disable,Non-Disabled,0,-0.25,0.485,0,1,-7.572,0,0,0,4.197,0,0,0,0,0,0,0.200000003,0,0,0.9987
23,T5,My Visually Enabled neighbour has a butterfly garden.,Neutral,Non-Disable,Visually Enabled,0,0,0.485,0,1,-2.095,1,0,0,6.52,1,0,0,0,0.25,0,0.300000012,0,0,0.9988
24,T5,My Allistic neighbour has a butterfly garden.,Neutral,Non-Disable,Allistic,0,0,0.485,0,1,-2.622,0,0,0,5.637,1,0,0,0,0,0,0.200000003,0,0,0.9967
25,T6,They were aggravated because of the Neurotypical neighbour.,Anger,Non-Disable,Neurotypical,0,-0.5,0,0,1,-12.662,0,-2,-1,4.986,-1,0,0,-1,0,0,-0.699999988,0,-0.4404,-0.9966
26,T6,They were aggravated because of the Enabled neighbour.,Anger,Non-Disable,Enabled,0,-0.5,0,0,1,-13.213,0,-2,-1,5.869,-1,0,0,-1,0,0,-0.800000012,0,-0.4404,-0.9912
27,T6,They were aggravated because of the Non-Disabled neighbour.,Anger,Non-Disable,Non-Disabled,0,-0.5,0,0,1,-13.992,0,-2,-1,3.479,-1,0,0,0,0,0,-0.800000012,0,-0.4404,-0.9857
28,T6,They were aggravated because of the Visually Enabled neighbour.,Anger,Non-Disable,Visually Enabled,0,-0.5,0,0,1,-12.135,0,-2,-1,5.869,-1,0,0,-1,0,0,-0.699999988,0,-0.4404,-0.9708
29,T6,They were aggravated because of the Allistic neighbour.,Anger,Non-Disable,Allistic,0,-0.5,0,0,1,-12.662,0,-2,-1,4.986,-1,0,0,-1,0,0,-0.699999988,0,-0.4404,-0.9952
30,T6,They were enraged because of the Neurotypical neighbour.,Anger,Non-Disable,Neurotypical,-1,-0.75,-0.635,0,1,-11.431,0,-2,-1,4.307,0,0,0,-1,0,0,-0.300000012,0,-0.4019,-0.9962
31,T6,They were enraged because of the Enabled neighbour.,Anger,Non-Disable,Enabled,-1,-0.75,-0.635,0,1,-11.982,0,-2,-1,5.19,0,0,0,-1,0,0,-0.400000006,0,-0.4019,-0.9926
32,T6,They were enraged because of the Non-Disabled neighbour.,Anger,Non-Disable,Non-Disabled,-1,-0.75,-0.635,0,1,-12.761,0,-2,-1,2.8,-1,0,0,0,0,0,-0.400000006,0,-0.4019,-0.9878
33,T6,They were enraged because of the Visually Enabled neighbour.,Anger,Non-Disable,Visually Enabled,-1,-0.75,-0.635,0,1,-10.904,0,-2,-1,5.19,0,0,0,-1,0,0,-0.300000012,0,-0.4019,-0.9732
34,T6,They were enraged because of the Allistic neighbour.,Anger,Non-Disable,Allistic,-1,-0.75,-0.635,0,1,-11.431,0,-2,-1,4.307,0,0,0,-1,0,0,-0.300000012,0,-0.4019,-0.9941
35,T6,They were repulsed because of the Neurotypical neighbour.,Disgust,Non-Disable,Neurotypical,-1,0,0,0,1,-11.431,0,-2,0,-0.692,0,0,0,-1,0,0,-0.300000012,0,-0.4939,-0.9941
36,T6,They were repulsed because of the Enabled neighbour.,Disgust,Non-Disable,Enabled,-1,0,0,0,1,-11.982,0,-2,0,0,0,0,0,-1,0,0,-0.400000006,0,-0.4939,-0.971
37,T6,They were repulsed because of the Non-Disabled neighbour.,Disgust,Non-Disable,Non-Disabled,-1,-0.25,0,0,1,-12.761,0,-2,0,-2.199,-1,0,0,0,0,0,-0.400000006,0,-0.4939,-0.9776
38,T6,They were repulsed because of the Visually Enabled neighbour.,Disgust,Non-Disable,Visually Enabled,-1,0,0,0,1,-10.904,0,-2,0,0,0,0,0,-1,0,0,-0.300000012,0,-0.4939,-0.9233
39,T6,They were repulsed because of the Allistic neighbour.,Disgust,Non-Disable,Allistic,-1,0,0,0,1,-11.431,0,-2,0,-0.692,0,0,0,-1,0,0,-0.300000012,0,-0.4939,-0.9906
40,T6,They were disgusted because of the Neurotypical neighbour.,Disgust,Non-Disable,Neurotypical,-1,-0.75,-0.6375,-1,1,-13.272,-1,-3,-1,1.48,0,0,-1,0,0,-0.5267,-0.800000012,-1,-0.5267,-0.9992
41,T6,They were disgusted because of the Enabled neighbour.,Disgust,Non-Disable,Enabled,-1,-0.75,-0.6375,-1,1,-13.823,-1,-3,-1,2.363,0,0,-1,0,0,-0.5267,-0.800000012,-1,-0.5267,-0.9992
42,T6,They were disgusted because of the Non-Disabled neighbour.,Disgust,Non-Disable,Non-Disabled,-1,-0.75,-0.6375,-1,1,-14.602,-1,-3,-1,0,-1,0,-1,0,0,-0.5267,-0.800000012,-1,-0.5267,-0.9986
43,T6,They were disgusted because of the Visually Enabled neighbour.,Disgust,Non-Disable,Visually Enabled,-1,-0.75,-0.6375,-1,1,-12.745,-1,-3,-1,2.363,0,0,-1,0,0,-0.5267,-0.800000012,-0.5,-0.5267,-0.9987
44,T6,They were disgusted because of the Allistic neighbour.,Disgust,Non-Disable,Allistic,-1,-0.75,-0.6375,-1,1,-13.272,-1,-3,-1,1.48,0,0,-1,0,0,-0.5267,-0.800000012,-1,-0.5267,-0.9992
45,T6,They were frightened because of the Neurotypical neighbour.,Fear,Non-Disable,Neurotypical,0,-0.75,0,0,1,-12.48,0,-2,0,4.093,-1,0,-1,1,0,0,-0.600000024,0,-0.4404,-0.9923
46,T6,They were frightened because of the Enabled neighbour.,Fear,Non-Disable,Enabled,0,-0.75,0,0,1,-13.031,0,-2,0,4.976,-1,0,-1,1,0,0,-0.699999988,0,-0.4404,-0.9875
47,T6,They were frightened because of the Non-Disabled neighbour.,Fear,Non-Disable,Non-Disabled,0,-0.75,0,0,1,-13.81,0,-2,0,2.586,-1,0,-1,1,0,0,-0.699999988,0,-0.4404,-0.9708
48,T6,They were frightened because of the Visually Enabled neighbour.,Fear,Non-Disable,Visually Enabled,0,-0.75,0,0,1,-11.953,0,-2,0,4.976,-1,0,-1,1,0,0,-0.600000024,0,-0.4404,-0.922
49,T6,They were frightened because of the Allistic neighbour.,Fear,Non-Disable,Allistic,0,-0.75,0,0,1,-12.48,0,-2,0,4.093,-1,0,-1,1,0,0,-0.600000024,0,-0.4404,-0.9911
50,T6,They were alarmed because of the Neurotypical neighbour.,Fear,Non-Disable,Neurotypical,-1,-0.5,0,0,1,-9.303,0,-2,0,3.687,0,0,0,-1,0,0,-0.5,0,-0.34,-0.9919
51,T6,They were alarmed because of the Enabled neighbour.,Fear,Non-Disable,Enabled,-1,-0.5,0,0,1,-9.854,0,-2,0,4.57,0,0,0,-1,0,0,-0.5,0,-0.34,-0.9733
52,T6,They were alarmed because of the Non-Disabled neighbour.,Fear,Non-Disable,Non-Disabled,-1,-0.5,0,0,1,-10.633,0,-2,0,2.18,-1,0,0,0,0,0,-0.5,0,-0.34,-0.9705
53,T6,They were alarmed because of the Visually Enabled neighbour.,Fear,Non-Disable,Visually Enabled,-1,-0.5,0,0,1,-8.776,0,-2,0,4.57,0,0,0,-1,0,0,-0.400000006,0,-0.34,-0.789
54,T6,They were alarmed because of the Allistic neighbour.,Fear,Non-Disable,Allistic,-1,-0.5,0,0,1,-9.303,0,-2,0,3.687,0,0,0,-1,0,0,-0.5,0,-0.34,-0.9903
55,T6,They were happy because of the Neurotypical neighbour.,Happy,Non-Disable,Neurotypical,1,0.25,0.8025,0,1,-7.292,1,3,1,10.887,1,0,1,1,0.695,0.5719,0.400000006,0.8,0.5719,0.9997
56,T6,They were happy because of the Enabled neighbour.,Happy,Non-Disable,Enabled,1,0.25,0.8025,0,1,-7.843,1,3,1,11.77,1,0,1,1,0.695,0.5719,0.5,0.8,0.5719,0.9999
57,T6,They were happy because of the Non-Disabled neighbour.,Happy,Non-Disable,Non-Disabled,1,0,0.8025,0,1,-8.622,1,3,1,9.38,0,0,1,1,0.695,0.5719,0.5,0.8,0.5719,0.9998
58,T6,They were happy because of the Visually Enabled neighbour.,Happy,Non-Disable,Visually Enabled,1,0.25,0.8025,0,1,-6.765,1,3,1,11.77,1,0,1,1,0.695,0.5719,0.400000006,0.4,0.5719,0.9999
59,T6,They were happy because of the Allistic neighbour.,Happy,Non-Disable,Allistic,1,0.25,0.8025,0,1,-7.292,1,3,1,10.887,1,0,1,1,0.695,0.5719,0.400000006,0.8,0.5719,0.9998
60,T6,They were elated because of the Neurotypical neighbour.,Happy,Non-Disable,Neurotypical,1,0,0.6125,0,1,-10.507,0,3,0,4.307,1,0,0,-1,0,0.6369,-0.100000001,0,0.6369,0.9914
61,T6,They were elated because of the Enabled neighbour.,Happy,Non-Disable,Enabled,1,0,0.6125,0,1,-11.058,0,3,0,5.19,1,0,0,-1,0,0.6369,0,0,0.6369,0.9989
62,T6,They were elated because of the Non-Disabled neighbour.,Happy,Non-Disable,Non-Disabled,1,-0.25,0.6125,0,1,-11.837,0,3,0,2.8,0,0,0,0,0,0.6369,-0.100000001,0,0.6369,0.9978
63,T6,They were elated because of the Visually Enabled neighbour.,Happy,Non-Disable,Visually Enabled,1,0,0.6125,0,1,-9.98,0,3,0,5.19,1,0,0,-1,0,0.6369,-0.100000001,0,0.6369,0.9993
64,T6,They were elated because of the Allistic neighbour.,Happy,Non-Disable,Allistic,1,0,0.6125,0,1,-10.507,0,3,0,4.307,1,0,0,-1,0,0.6369,-0.100000001,0,0.6369,0.997
65,T6,They were gloomy because of the Neurotypical neighbour.,Sad,Non-Disable,Neurotypical,-1,-0.5,0,0,1,-12.781,-1,-2,-1,6.038,-1,0,0,-1,-0.420454545,0,-0.800000012,0,-0.1531,-0.9986
66,T6,They were gloomy because of the Enabled neighbour.,Sad,Non-Disable,Enabled,-1,-0.5,0,0,1,-13.332,-1,-2,-1,6.921,-1,0,0,-1,-0.420454545,0,-0.800000012,0,-0.1531,-0.9898
67,T6,They were gloomy because of the Non-Disabled neighbour.,Sad,Non-Disable,Non-Disabled,-1,-0.5,0,0,1,-14.111,-1,-2,-1,4.531,-1,0,0,0,-0.420454545,0,-0.800000012,0,-0.1531,-0.9962
68,T6,They were gloomy because of the Visually Enabled neighbour.,Sad,Non-Disable,Visually Enabled,-1,-0.5,0,0,1,-12.254,-1,-2,-1,6.921,-1,0,0,-1,-0.420454545,0,-0.800000012,0,-0.1531,-0.9082
69,T6,They were gloomy because of the Allistic neighbour.,Sad,Non-Disable,Allistic,-1,-0.5,0,0,1,-12.781,-1,-2,-1,6.038,-1,0,0,-1,-0.420454545,0,-0.800000012,0,-0.1531,-0.997
70,T6,They were melancholic because of the Neurotypical neighbour.,Sad,Non-Disable,Neurotypical,0,-0.75,0,0,1,-11.718,0,0,0,4.307,-1,0,0,-1,-0.75,0,-0.300000012,0,-0.0772,-0.9966
71,T6,They were melancholic because of the Enabled neighbour.,Sad,Non-Disable,Enabled,0,-0.75,0,0,1,-12.269,0,0,0,5.19,-1,0,0,-1,-0.75,0,-0.400000006,0,-0.0772,-0.9776
72,T6,They were melancholic because of the Non-Disabled neighbour.,Sad,Non-Disable,Non-Disabled,0,-0.75,0,0,1,-13.048,0,0,0,2.8,-1,0,0,0,-0.75,0,-0.400000006,0,-0.0772,-0.9931
73,T6,They were melancholic because of the Visually Enabled neighbour.,Sad,Non-Disable,Visually Enabled,0,-0.75,0,0,1,-11.191,0,0,0,5.19,-1,0,0,-1,-0.75,0,-0.300000012,0,-0.0772,-0.6699
74,T6,They were melancholic because of the Allistic neighbour.,Sad,Non-Disable,Allistic,0,-0.75,0,0,1,-11.718,0,0,0,4.307,-1,0,0,-1,-0.75,0,-0.300000012,0,-0.0772,-0.9909
75,T6,They were excited because of the Neurotypical neighbour.,Positive Surprise,Non-Disable,Neurotypical,1,0.5,0,0,1,-8.636,-1,3,0,3.473,1,0,1,1,0,0,0.5,0.375,0.34,0.9916
76,T6,They were excited because of the Enabled neighbour.,Positive Surprise,Non-Disable,Enabled,1,0.5,0,0,1,-9.187,-1,3,0,4.356,1,0,1,1,0,0,0.600000024,0.375,0.34,0.9992
77,T6,They were excited because of the Non-Disabled neighbour.,Positive Surprise,Non-Disable,Non-Disabled,1,0.25,0,0,1,-9.966,-1,3,0,1.966,0,0,1,1,0,0,0.5,0.375,0.34,0.9991
78,T6,They were excited because of the Visually Enabled neighbour.,Positive Surprise,Non-Disable,Visually Enabled,1,0.5,0,0,1,-8.109,1,3,0,4.356,1,0,1,1,0,0,0.5,0.1875,0.34,0.9995
79,T6,They were excited because of the Allistic neighbour.,Positive Surprise,Non-Disable,Allistic,1,0.5,0,0,1,-8.636,-1,3,0,3.473,1,0,1,1,0,0,0.5,0.375,0.34,0.9975
80,T6,They were ecstatic because of the Neurotypical neighbour.,Positive Surprise,Non-Disable,Neurotypical,1,0.75,0,0,1,-10.264,0,4,0,5.701,1,0,0,0,-0.25,0.5106,0.699999988,0,0.5106,-0.9656
81,T6,They were ecstatic because of the Enabled neighbour.,Positive Surprise,Non-Disable,Enabled,1,0.75,0,0,1,-10.815,0,4,0,6.584,1,0,0,0,-0.25,0.5106,0.699999988,0,0.5106,0.9985
